,index,school_name,win_loss_pct,srs,pace,off_rtg,fta_per_fga_pct,fg3a_per_fga_pct,ts_pct,trb_pct,ast_pct,stl_pct,blk_pct,efg_pct,tov_pct,orb_pct,ft_rate,Season
4607,5,Albany (NY),0.559,-3.92,65.7,109.4,0.367,0.356,0.553,49.2,50.4,8.6,7.5,0.511,16.2,35.2,0.277,2012
4608,6,Alcorn State,0.313,-19.57,67.8,91.5,0.365,0.265,0.499,45.8,41.0,9.3,8.3,0.458,19.5,28.5,0.254,2012
4609,7,American,0.625,-3.12,62.9,102.0,0.338,0.343,0.529,46.5,56.7,7.2,8.0,0.493,15.4,27.1,0.242,2012
4610,8,Appalachian State,0.419,-6.93,68.0,100.2,0.387,0.349,0.529,47.9,50.8,8.8,9.7,0.501,18.1,31.0,0.252,2012
4611,9,Arizona,0.657,10.91,65.0,105.4,0.445,0.377,0.55,49.1,59.5,8.5,8.9,0.51,16.9,31.5,0.313,2012
4612,10,Arizona State,0.323,-1.01,63.4,96.3,0.413,0.345,0.549,49.2,57.6,8.8,11.7,0.517,22.7,29.6,0.279,2012
4613,11,Arkansas,0.563,5.76,70.2,102.4,0.372,0.312,0.525,44.6,53.6,11.8,12.8,0.49,15.9,31.5,0.257,2012
4614,12,Arkansas State,0.412,-3.18,64.1,100.1,0.416,0.269,0.518,49.1,43.0,9.6,6.0,0.482,17.8,34.6,0.278,2012
4615,13,Arkansas-Pine Bluff,0.333,-16.77,66.3,91.7,0.421,0.284,0.491,45.7,52.1,10.5,11.3,0.455,19.3,31.5,0.268,2012
4616,14,Army,0.4,-11.26,69.4,96.1,0.371,0.417,0.536,44.4,59.4,8.8,5.3,0.496,19.8,24.3,0.269,2012
4617,15,Auburn,0.484,2.52,65.0,95.2,0.364,0.31,0.496,47.4,55.5,9.8,14.0,0.464,18.1,31.9,0.236,2012
4618,16,Austin Peay,0.375,-4.86,68.2,100.7,0.413,0.243,0.52,46.5,49.0,10.5,9.3,0.484,17.9,34.4,0.277,2012
4619,17,Ball State,0.5,-2.93,62.5,101.4,0.393,0.378,0.521,49.1,61.8,9.7,7.9,0.483,17.5,34.4,0.271,2012
4620,18,BaylorNCAA,0.789,16.54,67.1,111.0,0.353,0.315,0.566,52.0,56.8,11.2,12.5,0.528,17.2,38.4,0.266,2012
4621,19,BelmontNCAA,0.771,11.81,68.6,117.0,0.385,0.403,0.591,49.7,62.2,10.5,5.7,0.558,15.2,34.5,0.282,2012
4622,21,Bethune-Cookman,0.514,-9.11,64.9,99.9,0.371,0.276,0.512,45.5,50.9,10.6,7.6,0.48,17.5,34.6,0.244,2012
4623,22,Binghamton,0.065,-20.14,65.1,86.9,0.341,0.277,0.48,44.0,55.2,9.2,6.2,0.439,20.1,26.8,0.238,2012
4624,23,Boise State,0.433,3.52,65.2,104.3,0.356,0.402,0.53,49.9,48.9,9.3,5.9,0.497,15.9,32.2,0.246,2012
4625,24,Boston College,0.29,-4.54,64.7,90.2,0.337,0.43,0.512,42.9,56.3,7.5,7.6,0.481,20.2,22.4,0.227,2012
4626,25,Boston University,0.5,-3.74,64.4,98.8,0.34,0.369,0.513,47.7,51.2,9.0,8.7,0.481,17.9,31.8,0.229,2012
4627,26,Bowling Green State,0.5,1.23,64.8,102.1,0.264,0.257,0.526,48.7,53.2,11.9,9.0,0.502,17.4,34.1,0.18,2012
4628,27,Bradley,0.219,-5.79,67.3,90.7,0.363,0.292,0.485,45.3,49.8,9.5,8.2,0.444,17.8,26.3,0.248,2012
4629,28,Brigham YoungNCAA,0.743,11.25,73.0,106.7,0.367,0.323,0.553,50.2,61.3,11.6,11.9,0.521,16.1,30.6,0.257,2012
4630,29,Brown,0.258,-12.52,65.4,94.1,0.285,0.382,0.495,44.4,60.3,8.0,6.7,0.473,16.6,24.9,0.179,2012
4631,30,Bryant,0.067,-17.9,66.4,92.6,0.295,0.424,0.499,43.5,57.3,6.7,5.8,0.468,19.2,27.6,0.204,2012
4632,31,Bucknell,0.714,3.57,64.0,107.6,0.379,0.29,0.563,52.9,57.2,6.8,9.5,0.518,16.3,30.0,0.293,2012
4633,32,Buffalo,0.645,4.15,68.7,105.8,0.384,0.347,0.552,52.2,63.4,8.1,13.1,0.526,18.5,35.7,0.253,2012
4634,33,Butler,0.595,2.86,64.5,97.5,0.4,0.323,0.491,50.5,55.2,9.9,10.1,0.454,16.8,35.7,0.26,2012
4635,34,Cal Poly,0.545,-0.58,60.4,107.1,0.291,0.357,0.521,51.9,54.0,9.4,4.8,0.492,14.6,36.7,0.203,2012
4636,35,Cal State Bakersfield,0.516,-7.15,66.2,103.0,0.35,0.323,0.543,47.9,57.7,12.0,11.0,0.513,18.9,34.9,0.239,2012
4637,36,Cal State Fullerton,0.677,-1.18,70.3,110.9,0.396,0.373,0.577,51.5,55.7,8.0,7.1,0.548,18.5,36.9,0.275,2012
4638,37,Cal State Northridge,0.25,-12.65,69.0,98.3,0.361,0.332,0.487,46.3,58.5,9.0,7.5,0.434,16.4,36.2,0.273,2012
4639,38,CaliforniaNCAA,0.706,13.79,66.3,107.3,0.341,0.229,0.554,51.4,60.5,7.1,8.0,0.517,15.8,32.1,0.254,2012
4640,39,Campbell,0.531,-6.06,69.6,106.0,0.435,0.259,0.562,48.9,58.6,8.8,14.2,0.532,17.7,31.5,0.291,2012
4641,40,Canisius,0.167,-14.73,67.6,96.2,0.291,0.335,0.499,45.8,46.4,9.4,6.8,0.462,18.3,33.9,0.211,2012
4642,42,Central Arkansas,0.276,-17.26,74.2,94.0,0.321,0.26,0.474,45.0,54.2,10.7,7.3,0.457,17.0,33.9,0.178,2012
4643,43,Central Connecticut State,0.448,-5.36,68.9,100.2,0.324,0.31,0.521,44.9,54.8,11.6,9.3,0.478,17.9,33.3,0.246,2012
4644,44,Central Michigan,0.344,-6.74,64.4,95.3,0.335,0.343,0.482,45.2,47.0,10.3,10.1,0.452,16.1,32.0,0.213,2012
4645,45,Charleston Southern,0.613,-2.19,70.9,108.0,0.353,0.365,0.547,48.4,47.4,11.4,7.2,0.517,16.0,34.3,0.243,2012
4646,46,Charlotte,0.433,0.99,68.8,96.6,0.39,0.351,0.504,47.1,56.6,11.7,8.0,0.469,17.4,30.0,0.257,2012
4647,47,Chattanooga,0.344,-6.99,69.5,100.5,0.386,0.391,0.516,49.7,59.6,9.0,3.7,0.479,16.8,31.5,0.265,2012
4648,48,Chicago State,0.133,-19.3,71.4,87.6,0.312,0.304,0.474,45.2,46.5,9.9,9.3,0.442,20.3,30.1,0.204,2012
4649,49,CincinnatiNCAA,0.703,12.93,64.1,104.9,0.293,0.348,0.505,48.1,51.8,12.4,12.0,0.48,13.9,35.7,0.189,2012
4650,50,Clemson,0.516,7.31,63.3,101.2,0.314,0.313,0.512,48.8,53.3,11.7,10.7,0.483,16.1,33.0,0.21,2012
4651,51,Cleveland State,0.667,5.27,64.3,102.7,0.276,0.333,0.535,47.9,56.1,13.2,10.3,0.508,18.4,35.1,0.196,2012
4652,52,Coastal Carolina,0.613,-2.64,66.8,107.7,0.332,0.251,0.554,52.3,47.7,9.7,10.4,0.529,17.4,35.6,0.224,2012
4653,53,Colgate,0.267,-14.91,65.7,95.3,0.355,0.336,0.529,46.3,55.0,5.6,6.1,0.495,19.7,26.0,0.245,2012
4654,54,College of Charleston,0.613,-0.16,68.4,101.8,0.386,0.41,0.523,45.0,49.1,10.6,9.0,0.495,16.4,29.9,0.248,2012
4655,55,ColoradoNCAA,0.667,7.91,66.0,101.9,0.432,0.305,0.538,50.2,50.5,8.8,9.0,0.499,17.2,30.1,0.299,2012
4656,56,Colorado StateNCAA,0.625,6.58,64.5,107.4,0.423,0.292,0.576,49.2,50.9,8.2,5.7,0.53,17.3,28.7,0.324,2012
4657,57,Columbia,0.5,-2.9,63.5,101.8,0.321,0.356,0.535,49.6,55.6,9.5,6.3,0.497,16.6,29.1,0.238,2012
4658,58,ConnecticutNCAA,0.588,12.27,64.1,106.0,0.346,0.293,0.528,49.3,53.3,9.0,17.6,0.5,15.9,36.3,0.229,2012
4659,59,Coppin State,0.467,-9.07,69.5,105.7,0.341,0.453,0.545,44.5,58.6,8.3,4.8,0.515,16.0,30.1,0.236,2012
4660,60,Cornell,0.429,-4.05,67.7,95.0,0.315,0.406,0.509,43.8,59.3,11.3,8.9,0.477,17.3,25.2,0.216,2012
4661,61,CreightonNCAA,0.829,12.92,67.3,116.9,0.381,0.35,0.607,52.1,63.2,7.1,5.8,0.578,15.6,30.8,0.276,2012
4662,63,Dartmouth,0.167,-10.07,63.4,90.4,0.367,0.308,0.489,48.0,49.2,8.5,7.1,0.445,19.1,27.5,0.259,2012
4663,64,DavidsonNCAA,0.758,7.26,68.8,112.4,0.371,0.386,0.555,52.1,51.8,8.0,8.7,0.511,14.3,35.4,0.283,2012
4664,65,Dayton,0.606,8.48,65.0,108.7,0.335,0.403,0.549,50.5,58.0,8.0,7.2,0.507,16.6,36.3,0.26,2012
4665,66,Delaware,0.563,-1.61,67.2,100.6,0.434,0.31,0.523,46.6,40.5,6.8,11.3,0.475,16.3,28.9,0.311,2012
4666,67,Delaware State,0.517,-8.07,62.1,104.2,0.312,0.323,0.523,42.0,49.3,12.4,17.1,0.491,14.0,30.3,0.219,2012
4667,68,Denver,0.71,6.14,61.3,109.8,0.352,0.429,0.606,44.1,66.5,11.6,12.4,0.573,17.7,23.5,0.268,2012
4668,69,DePaul,0.387,1.99,71.8,102.9,0.264,0.342,0.522,42.7,55.3,11.0,9.2,0.495,15.8,31.4,0.184,2012
4669,70,Detroit MercyNCAA,0.611,2.4,67.1,107.1,0.427,0.275,0.538,49.2,51.3,11.2,13.2,0.491,15.7,35.8,0.312,2012
4670,71,Drake,0.529,2.44,67.0,98.5,0.418,0.326,0.53,46.2,44.4,10.2,8.3,0.498,17.0,24.7,0.274,2012
4671,72,Drexel,0.806,7.37,60.9,107.2,0.39,0.321,0.544,52.5,57.7,7.9,9.5,0.501,16.3,34.4,0.289,2012
4672,73,DukeNCAA,0.794,17.05,68.3,112.3,0.451,0.386,0.565,49.8,48.4,9.0,9.0,0.528,15.1,34.7,0.316,2012
4673,74,Duquesne,0.516,4.09,69.2,104.6,0.37,0.333,0.536,41.7,58.7,11.1,9.4,0.507,15.1,29.6,0.247,2012
4674,75,East Carolina,0.484,2.42,66.8,102.4,0.346,0.394,0.535,47.8,60.5,11.5,11.1,0.505,17.6,31.5,0.237,2012
4675,76,East Tennessee State,0.548,-0.41,66.7,101.5,0.392,0.236,0.507,48.2,42.1,15.3,10.2,0.477,16.8,36.8,0.249,2012
4676,77,Eastern Illinois,0.414,-11.48,64.2,100.5,0.312,0.272,0.523,46.0,55.7,8.7,6.3,0.482,17.3,32.0,0.236,2012
4677,78,Eastern Kentucky,0.5,-8.47,62.8,104.0,0.321,0.397,0.537,44.1,50.8,11.7,5.4,0.501,14.9,27.9,0.236,2012
4678,79,Eastern Michigan,0.438,-7.9,59.5,88.8,0.358,0.322,0.468,44.7,53.2,11.8,10.5,0.424,19.4,32.3,0.248,2012
4679,80,Eastern Washington,0.469,-3.87,69.1,104.7,0.344,0.414,0.522,45.9,49.5,10.3,10.7,0.486,14.5,31.4,0.244,2012
4680,81,Elon,0.484,-7.41,70.5,98.3,0.322,0.366,0.515,46.0,52.9,6.7,6.5,0.486,16.9,28.2,0.217,2012
4681,82,Evansville,0.5,3.46,67.4,106.1,0.431,0.261,0.561,43.2,63.5,11.0,5.0,0.512,16.2,26.9,0.329,2012
4682,84,Fairfield,0.595,2.94,65.2,100.2,0.327,0.336,0.53,48.1,62.6,12.8,11.0,0.506,19.2,34.2,0.213,2012
4683,85,FDU,0.103,-16.99,68.2,89.0,0.327,0.247,0.48,45.1,49.2,8.4,10.1,0.447,19.3,29.5,0.216,2012
4684,86,FloridaNCAA,0.703,18.25,65.1,115.4,0.332,0.446,0.576,49.2,56.5,9.6,8.8,0.548,14.4,33.5,0.237,2012
4685,87,Florida A&M,0.303,-15.58,70.0,93.5,0.283,0.282,0.475,45.2,42.0,11.6,10.9,0.451,18.5,36.3,0.174,2012
4686,88,Florida Atlantic,0.367,-2.58,64.8,99.3,0.289,0.353,0.5,45.9,53.2,10.1,10.5,0.473,15.6,32.9,0.192,2012
4687,89,Florida Gulf Coast,0.469,-2.41,68.5,104.4,0.337,0.372,0.55,47.9,52.0,11.8,11.1,0.525,18.5,34.0,0.226,2012
4688,90,Florida International,0.276,-5.07,64.4,97.0,0.388,0.295,0.512,45.7,43.0,11.4,11.8,0.466,19.1,32.8,0.281,2012
4689,91,Florida StateNCAA,0.714,14.53,67.3,102.2,0.348,0.318,0.545,50.0,48.7,11.1,17.0,0.512,19.7,35.0,0.246,2012
4690,92,Fordham,0.345,-7.63,67.5,91.3,0.316,0.29,0.452,47.0,52.3,9.6,15.2,0.423,16.7,36.2,0.193,2012
4691,93,Fresno State,0.394,-0.91,63.1,101.5,0.37,0.339,0.507,44.7,50.1,11.0,9.3,0.463,14.1,29.9,0.267,2012
4692,94,Furman,0.484,-6.04,64.6,100.2,0.369,0.378,0.518,49.4,49.6,8.0,9.2,0.478,18.2,34.9,0.264,2012
4693,95,Gardner-Webb,0.375,-7.99,66.1,98.3,0.344,0.34,0.501,49.0,50.2,10.4,7.2,0.468,17.6,34.9,0.229,2012
4694,96,George Mason,0.727,3.81,67.6,102.5,0.409,0.263,0.544,49.5,51.6,9.9,12.9,0.507,19.1,33.9,0.286,2012
4695,97,George Washington,0.323,-0.63,64.0,96.8,0.285,0.23,0.49,47.2,52.1,10.3,10.1,0.462,17.2,35.8,0.189,2012
4696,98,GeorgetownNCAA,0.727,16.81,63.3,107.4,0.386,0.308,0.552,52.1,55.6,9.4,13.2,0.519,16.8,35.8,0.27,2012
4697,99,Georgia,0.469,5.92,61.4,98.0,0.303,0.37,0.487,46.4,50.4,10.0,11.3,0.453,14.2,30.5,0.208,2012
4698,100,Georgia Southern,0.5,-6.7,66.7,98.8,0.319,0.289,0.541,46.7,49.5,11.3,6.7,0.516,19.7,29.1,0.212,2012
4699,101,Georgia State,0.647,5.69,65.2,102.2,0.343,0.29,0.51,48.5,50.7,14.0,15.8,0.481,15.0,32.5,0.225,2012
4700,102,Georgia Tech,0.355,1.74,63.2,94.8,0.287,0.309,0.501,50.4,48.6,8.2,14.0,0.475,19.4,33.5,0.188,2012
4701,103,GonzagaNCAA,0.788,13.86,66.5,110.7,0.461,0.326,0.574,52.0,55.3,10.1,8.5,0.535,17.0,34.6,0.33,2012
4702,105,Grambling,0.143,-26.82,66.5,80.9,0.357,0.287,0.445,42.4,46.3,7.2,8.7,0.398,21.2,27.8,0.247,2012
4703,106,Green Bay,0.5,-2.32,65.6,97.9,0.332,0.281,0.51,48.1,53.2,9.2,12.1,0.473,18.3,33.5,0.234,2012
4704,107,Hampton,0.364,-10.08,67.9,94.5,0.387,0.345,0.486,46.4,47.2,10.0,12.9,0.452,17.6,32.6,0.248,2012
4705,108,Hartford,0.29,-13.41,65.6,90.0,0.308,0.466,0.514,41.7,62.1,9.9,6.1,0.486,20.9,21.7,0.205,2012
4706,109,HarvardNCAA,0.839,7.84,60.9,107.3,0.411,0.348,0.571,51.3,57.7,9.7,12.1,0.529,17.5,30.3,0.307,2012
4707,110,Hawaii,0.5,-2.79,70.7,102.9,0.434,0.277,0.539,49.2,56.9,7.9,7.9,0.506,18.2,34.7,0.289,2012
4708,111,High Point,0.419,-5.92,65.1,107.4,0.385,0.386,0.548,46.2,52.1,8.5,8.3,0.517,16.1,31.8,0.264,2012
4709,112,Hofstra,0.313,-2.98,66.9,97.7,0.431,0.269,0.501,47.3,55.6,11.4,7.5,0.449,17.5,33.5,0.309,2012
4710,113,Holy Cross,0.517,-6.02,66.1,98.4,0.332,0.312,0.521,48.0,54.5,8.7,12.0,0.483,17.9,30.0,0.239,2012
4711,114,Houston,0.5,0.04,67.7,104.7,0.33,0.271,0.543,49.9,50.1,7.6,11.8,0.512,18.0,35.2,0.232,2012
4712,115,Houston Christian,0.333,-16.07,74.4,98.1,0.378,0.258,0.503,45.5,47.4,10.0,4.2,0.464,17.6,33.6,0.259,2012
4713,116,Howard,0.323,-14.59,67.8,89.1,0.461,0.272,0.478,47.4,45.8,9.0,8.7,0.427,21.3,35.0,0.313,2012
4714,117,Idaho,0.576,0.77,64.3,107.5,0.412,0.324,0.568,49.5,60.2,7.3,10.9,0.54,17.9,32.5,0.277,2012
4715,118,Idaho State,0.3,-11.05,65.9,97.7,0.35,0.34,0.513,43.6,51.7,10.4,6.8,0.479,17.9,30.9,0.24,2012
4716,119,Illinois,0.531,9.33,64.5,100.5,0.304,0.351,0.527,48.7,52.2,7.8,11.9,0.494,17.8,31.3,0.217,2012
4717,120,Illinois State,0.6,6.33,64.4,106.2,0.386,0.427,0.562,49.3,57.1,7.7,9.4,0.52,16.3,27.7,0.291,2012
4718,121,Illinois-Chicago,0.267,-9.16,64.1,94.2,0.335,0.368,0.489,47.0,53.6,7.7,7.9,0.455,19.0,34.0,0.224,2012
4719,122,IndianaNCAA,0.75,18.63,66.9,115.5,0.445,0.275,0.596,50.8,51.3,9.7,8.5,0.552,16.5,35.3,0.34,2012
4720,123,Indiana State,0.545,2.08,64.4,98.6,0.383,0.342,0.522,47.0,55.0,9.0,8.6,0.478,16.6,26.3,0.276,2012
4721,124,IonaNCAA,0.758,8.36,71.4,114.8,0.303,0.323,0.588,48.1,62.5,10.1,5.5,0.565,15.1,32.1,0.216,2012
4722,126,Iowa,0.514,7.04,68.2,107.1,0.385,0.272,0.544,48.1,57.8,11.0,9.3,0.505,15.6,32.9,0.277,2012
4723,127,Iowa StateNCAA,0.676,13.32,67.5,108.6,0.387,0.416,0.557,51.8,57.1,8.5,7.1,0.526,15.8,32.3,0.266,2012
4724,128,IU Indy,0.438,-3.85,66.4,107.8,0.345,0.284,0.539,46.9,45.8,10.1,7.6,0.493,15.0,34.7,0.268,2012
4725,129,Jackson State,0.226,-17.5,63.3,87.1,0.334,0.251,0.462,45.9,41.7,11.2,9.1,0.422,20.2,33.7,0.227,2012
4726,130,Jacksonville,0.267,-7.3,66.8,96.5,0.35,0.281,0.495,47.7,51.4,10.9,9.9,0.463,18.6,36.3,0.23,2012
4727,131,Jacksonville State,0.455,-4.86,65.1,99.0,0.421,0.303,0.507,46.7,53.3,11.2,10.5,0.466,17.3,33.5,0.286,2012
4728,132,James Madison,0.375,-5.86,66.2,99.1,0.314,0.381,0.519,43.4,57.2,10.0,6.8,0.492,16.9,29.1,0.209,2012
4729,133,KansasNCAA,0.821,21.72,67.3,108.8,0.398,0.296,0.556,52.1,57.4,10.8,15.0,0.523,16.4,34.9,0.275,2012
4730,134,Kansas City,0.323,-8.82,64.5,99.2,0.305,0.419,0.538,42.2,54.4,9.4,6.2,0.51,18.2,26.0,0.212,2012
4731,135,Kansas StateNCAA,0.667,14.47,67.0,104.8,0.432,0.295,0.526,51.3,57.6,8.9,13.0,0.489,17.5,40.7,0.29,2012
4732,136,Kennesaw State,0.097,-15.02,64.4,94.3,0.319,0.363,0.501,42.6,54.1,9.4,5.1,0.477,18.3,28.7,0.199,2012
4733,137,Kent State,0.636,2.77,67.6,103.6,0.365,0.315,0.539,47.1,58.7,12.5,10.4,0.507,17.7,33.7,0.252,2012
4734,138,KentuckyNCAA,0.95,24.73,66.4,116.5,0.417,0.265,0.575,52.9,48.4,9.1,20.4,0.538,14.2,37.1,0.302,2012
4735,139,La Salle,0.618,8.56,68.6,105.4,0.298,0.337,0.56,44.4,55.2,11.7,8.1,0.532,16.7,27.3,0.215,2012
4736,140,Lafayette,0.419,-7.2,66.5,104.8,0.343,0.445,0.563,42.6,53.3,8.0,7.0,0.524,16.9,23.8,0.262,2012
4737,141,LamarNCAA,0.657,2.41,68.7,106.6,0.41,0.218,0.516,51.7,49.7,11.7,10.5,0.469,14.4,37.8,0.295,2012
4738,142,LehighNCAA,0.771,4.27,68.1,110.3,0.378,0.358,0.553,47.9,50.6,11.2,8.0,0.507,14.0,31.7,0.291,2012
4739,143,Liberty,0.438,-9.67,66.4,103.2,0.356,0.221,0.526,48.5,54.1,7.9,6.4,0.488,15.6,32.7,0.254,2012
4740,144,Lipscomb,0.419,-4.7,71.1,100.1,0.342,0.344,0.521,45.2,54.6,10.0,7.0,0.496,17.8,31.2,0.218,2012
4741,145,Little Rock,0.484,-1.94,65.2,96.2,0.406,0.297,0.5,45.5,48.2,9.6,9.2,0.455,16.4,27.8,0.283,2012
4742,147,Long Beach StateNCAA,0.735,9.52,67.2,109.1,0.42,0.329,0.556,50.7,54.1,10.5,7.1,0.527,16.3,34.7,0.281,2012
4743,148,Long Island UniversityNCAA,0.735,-1.34,74.8,108.5,0.497,0.312,0.577,48.6,54.3,8.1,6.7,0.532,18.5,34.2,0.363,2012
4744,149,Longwood,0.323,-20.47,73.1,100.0,0.279,0.398,0.528,43.9,58.2,7.2,5.6,0.503,16.0,24.9,0.188,2012
4745,150,Louisiana,0.5,-3.25,70.0,95.9,0.428,0.293,0.508,50.0,48.2,8.2,11.3,0.477,19.5,33.5,0.27,2012
4746,151,Louisiana State,0.545,6.66,66.2,97.3,0.299,0.272,0.485,48.2,52.5,10.5,10.4,0.451,16.2,34.6,0.206,2012
4747,152,Louisiana Tech,0.529,-2.65,68.2,100.2,0.308,0.386,0.511,45.2,51.9,9.8,9.3,0.486,16.1,31.3,0.2,2012
4748,153,Louisiana-Monroe,0.103,-12.56,64.5,93.2,0.284,0.332,0.496,43.9,52.0,8.4,6.9,0.47,17.6,26.4,0.185,2012
4749,154,LouisvilleNCAA,0.75,16.19,67.0,100.5,0.362,0.321,0.51,49.7,55.2,13.0,12.8,0.473,17.4,35.7,0.249,2012
4750,155,Loyola (IL),0.233,-8.43,60.5,93.5,0.372,0.26,0.502,47.4,60.1,7.4,4.2,0.462,20.2,32.4,0.259,2012
4751,156,Loyola (MD)NCAA,0.727,0.37,65.3,103.1,0.429,0.273,0.52,49.6,52.1,11.8,11.7,0.472,17.2,38.1,0.309,2012
4752,157,Loyola Marymount,0.618,2.2,67.9,102.5,0.372,0.33,0.527,47.5,49.0,10.8,8.1,0.483,16.9,32.9,0.274,2012
4753,158,Maine,0.414,-8.57,66.8,101.3,0.258,0.305,0.522,46.0,54.4,9.1,10.6,0.492,16.6,30.9,0.189,2012
4754,159,Manhattan,0.618,1.46,68.3,103.5,0.402,0.362,0.545,50.0,61.1,11.5,14.3,0.502,19.8,36.4,0.293,2012
4755,160,Marist,0.438,-8.2,68.8,98.0,0.424,0.328,0.523,46.0,53.4,8.4,10.3,0.475,18.8,31.1,0.306,2012
4756,161,MarquetteNCAA,0.771,16.92,70.7,106.6,0.409,0.293,0.543,47.4,63.1,12.3,8.8,0.501,16.0,33.9,0.295,2012
4757,162,Marshall,0.6,7.0,65.7,105.7,0.38,0.316,0.51,52.6,49.6,9.1,9.6,0.486,15.9,41.0,0.233,2012
4758,163,Maryland,0.531,3.95,66.9,101.5,0.465,0.292,0.515,49.3,45.6,6.3,10.7,0.475,16.6,34.3,0.309,2012
4759,164,Maryland-Baltimore County,0.133,-19.85,68.9,90.7,0.322,0.292,0.469,44.9,45.0,8.4,4.9,0.435,17.8,31.7,0.213,2012
4760,165,Maryland-Eastern Shore,0.233,-16.79,68.0,86.8,0.317,0.327,0.458,48.0,49.2,8.7,8.2,0.425,21.1,35.6,0.202,2012
4761,166,Massachusetts,0.676,7.49,73.9,102.8,0.334,0.352,0.525,47.3,55.6,11.8,12.0,0.496,16.8,34.5,0.225,2012
4762,168,McNeese State,0.515,-6.26,66.5,100.3,0.331,0.283,0.501,48.9,43.4,10.1,9.9,0.468,15.4,33.9,0.224,2012
4763,169,MemphisNCAA,0.743,16.86,67.1,110.0,0.413,0.269,0.575,48.7,54.1,11.7,14.6,0.54,16.3,31.3,0.296,2012
4764,170,Mercer,0.711,3.75,65.4,103.5,0.373,0.371,0.559,48.7,57.7,10.4,13.6,0.524,19.6,33.5,0.268,2012
4765,171,Miami (FL),0.606,10.75,65.0,106.2,0.333,0.378,0.533,47.5,48.2,9.6,9.8,0.497,14.9,32.5,0.24,2012
4766,172,Miami (OH),0.3,-2.07,60.9,98.9,0.315,0.421,0.538,46.0,54.9,9.0,6.8,0.509,19.4,27.6,0.219,2012
4767,173,MichiganNCAA,0.706,13.19,61.2,107.2,0.283,0.443,0.559,47.3,53.3,8.0,6.1,0.532,15.5,28.0,0.204,2012
4768,174,Michigan StateNCAA,0.784,21.32,65.1,109.7,0.377,0.276,0.559,54.1,59.0,11.0,12.4,0.527,16.7,36.1,0.264,2012
4769,175,Middle Tennessee,0.794,8.69,66.5,108.0,0.47,0.25,0.564,49.8,59.5,10.4,12.0,0.541,17.8,35.0,0.299,2012
4770,176,Milwaukee,0.588,0.53,65.1,98.3,0.386,0.426,0.515,47.8,57.0,9.4,6.7,0.491,18.1,31.9,0.236,2012
4771,177,Minnesota,0.605,10.7,63.3,104.4,0.389,0.289,0.548,50.0,62.6,10.9,14.1,0.514,19.2,36.4,0.271,2012
4772,178,Mississippi,0.588,6.53,66.3,98.4,0.425,0.248,0.499,49.7,46.3,9.7,14.4,0.472,17.5,35.8,0.256,2012
4773,179,Mississippi State,0.636,9.13,65.4,107.6,0.327,0.347,0.547,50.1,51.6,9.0,8.5,0.516,15.4,31.6,0.232,2012
4774,180,Mississippi Valley StateNCAA,0.618,-8.03,70.0,96.9,0.35,0.384,0.494,47.4,55.5,12.5,7.0,0.463,17.8,33.9,0.225,2012
4775,181,MissouriNCAA,0.857,19.77,66.4,120.7,0.375,0.379,0.614,48.0,57.7,12.2,7.2,0.58,13.5,30.4,0.287,2012
4776,182,Missouri State,0.5,6.15,63.2,102.3,0.29,0.309,0.521,48.8,55.9,7.2,6.1,0.488,14.3,27.7,0.209,2012
4777,183,Monmouth,0.375,-11.93,69.6,95.4,0.325,0.314,0.5,40.7,56.8,11.3,4.6,0.471,17.3,29.6,0.211,2012
4778,184,MontanaNCAA,0.781,4.55,66.1,105.4,0.398,0.31,0.557,47.0,55.8,10.8,9.7,0.52,16.6,28.3,0.285,2012
4779,185,Montana State,0.414,-10.29,68.2,101.7,0.358,0.339,0.52,46.8,53.3,9.7,10.7,0.484,16.9,31.9,0.248,2012
4780,186,Morehead State,0.545,-4.99,62.0,101.3,0.375,0.37,0.542,49.7,56.2,13.8,4.8,0.499,20.5,36.4,0.279,2012
4781,187,Morgan State,0.31,-8.41,67.5,97.9,0.41,0.3,0.514,46.5,50.4,9.7,11.8,0.476,19.4,34.9,0.278,2012
4782,189,Mount St. Mary's,0.276,-11.72,64.4,92.4,0.3,0.329,0.502,47.5,51.3,9.4,9.5,0.476,21.6,34.7,0.193,2012
4783,190,Murray StateNCAA,0.939,8.74,66.1,109.8,0.439,0.349,0.576,49.2,51.5,12.6,11.0,0.537,18.0,34.9,0.318,2012
4784,191,Navy,0.103,-14.6,62.0,92.2,0.333,0.382,0.495,46.2,55.7,12.0,6.2,0.459,20.0,31.3,0.227,2012
4785,192,NC StateNCAA,0.649,12.1,67.7,107.3,0.363,0.261,0.539,51.0,59.1,9.9,10.5,0.504,15.8,35.8,0.255,2012
4786,193,Nebraska,0.4,3.52,62.1,97.2,0.287,0.394,0.528,46.6,58.7,10.5,8.3,0.49,18.7,27.5,0.22,2012
4787,194,Nevada,0.8,4.54,65.7,105.5,0.445,0.343,0.543,50.3,53.4,8.4,12.7,0.513,17.5,34.9,0.289,2012
4788,195,Nevada-Las VegasNCAA,0.743,13.55,69.3,108.2,0.356,0.387,0.554,50.2,65.4,12.1,12.5,0.527,16.2,32.8,0.241,2012
4789,196,New Hampshire,0.448,-10.09,65.1,94.0,0.342,0.399,0.493,46.1,46.0,8.1,6.2,0.469,17.4,28.7,0.208,2012
